game,loss_red,loss_blue,win_rate,weights_red,weights_blue
752,-244877.609375,-238125.484375,,"[0.6703685331204553, 0.36231388309276474, 0.9748335502064646, 0.27816803141018875]","[0.11253050205009534, 0.6152256876628376, 0.9849320439697612, 0.3350399765690503]"
753,-207279.3125,-207495.75,,"[0.629298205879258, 0.36476906673263343, 1.0, 0.28424020996257177]","[0.1341157034683197, 0.6150103323775856, 0.9926509268979539, 0.3280442853829753]"
754,-203549.03125,-197763.546875,,"[0.6625483751783033, 0.37045867471458355, 0.9875577859352145, 0.2862149991032098]","[0.11772656775331268, 0.6211866960639372, 0.9698387270532791, 0.32779775437302655]"
755,-261480.765625,-252874.125,,"[0.6480378756319105, 0.35173778493263275, 0.9959358340592661, 0.2894783058247825]","[0.13082885608401648, 0.6218202678148633, 0.9891267659335474, 0.3514919270599335]"
756,-310647.5,-301818.5625,,"[0.6715256844045039, 0.3675446976823172, 0.998776125553954, 0.29335581697955077]","[0.09704049918960103, 0.6345490018216124, 0.9928144426303018, 0.34219468562384486]"
757,-250067.640625,-250324.875,,"[0.6495439502815213, 0.3525477539694772, 0.9952514346696755, 0.2897606450926878]","[0.12741741889206043, 0.6242422594577084, 0.9833355200446772, 0.3358192066581511]"
758,-266252.21875,-258444.0625,,"[0.6511949208111851, 0.35743978095572426, 0.9838391990712991, 0.2880368703024885]","[0.11830958088508998, 0.6144317174150622, 1.0, 0.34573305308139185]"
759,-287454.46875,-279027.34375,,"[0.6326869401683322, 0.354205995819235, 0.9889458261874422, 0.25545805329370624]","[0.11707604378534184, 0.6258102260115715, 0.9852681553683837, 0.34553819744100267]"
760,-306519.4375,-297239.90625,,"[0.6236823729115069, 0.33778284950894255, 1.0, 0.308805704951437]","[0.1326264137274276, 0.6370581226205558, 0.9592449904193416, 0.3302987521787837]"
761,-317953.34375,-308778.34375,,"[0.6475596069418759, 0.3635184236772892, 0.9808592810546286, 0.27522971527692236]","[0.11170107002211374, 0.6014485008743673, 0.9860630941103511, 0.32775508172471574]"
762,-304726.0,-296195.875,,"[0.6553663537639146, 0.3382634443114508, 0.979939517966349, 0.2985614260030881]","[0.11406795696585997, 0.6310484936703771, 1.0, 0.33118114388281905]"
763,-304271.46875,-295749.8125,,"[0.6368211376976067, 0.3492180423248091, 0.9932881246945167, 0.2998418385134341]","[0.12103653618472791, 0.6419389590894778, 0.9897684930985051, 0.3324275372536225]"
764,-283871.53125,-275923.78125,,"[0.6558229818008892, 0.3470094894067414, 0.9968835017705681, 0.27958229706742854]","[0.10410443445956784, 0.625762585124111, 0.9987300209323929, 0.3294944073467651]"
765,-269355.09375,-261923.9375,,"[0.6455583106749109, 0.3412266081971336, 0.9923746878668082, 0.29858961959814967]","[0.10494107754999248, 0.6082940467335753, 0.9910217339974554, 0.35551999571912957]"
766,-272237.6875,-264131.6875,,"[0.6261475801191807, 0.3482348668497597, 0.9563331962512047, 0.2860462304631548]","[0.11538946792987842, 0.614538930696895, 0.982299426220434, 0.3498312179024874]"
767,-295767.59375,-287354.90625,,"[0.6472826847934651, 0.3489440717106834, 0.9976776707486033, 0.2893759427145142]","[0.10527090649654258, 0.6182251631377652, 0.9844265258525412, 0.32518086366970744]"
768,-291449.21875,-283039.34375,,"[0.6420610676851543, 0.3552734616814397, 1.0, 0.29944695076195266]","[0.13270991025957155, 0.6103746188578841, 0.9726298862725472, 0.3045294944301645]"
769,-310898.1875,-301924.71875,,"[0.6492513505970169, 0.35518841649219357, 0.9846771329298228, 0.27417921158809117]","[0.11348835965707911, 0.6204256856513312, 0.9765448407741465, 0.32314379328897913]"
770,-323502.0625,-314012.09375,,"[0.6543496071072675, 0.36076421558731486, 0.9809994570137355, 0.271723417719771]","[0.11974980303126521, 0.6301983261504026, 0.9900843497621635, 0.34370632935970274]"
771,-318975.59375,-310169.96875,,"[0.6759180136938269, 0.3333510323906192, 1.0, 0.28115135299440663]","[0.10884832350980772, 0.6266559268402517, 0.9858885219240336, 0.32133588380928785]"
772,-303022.3125,-294536.125,,"[0.6498284007282137, 0.3522921197572194, 1.0, 0.2962189616880132]","[0.11218758039680708, 0.6396861721635185, 0.9790189008108229, 0.318302797384537]"
773,-293990.0625,-285499.625,,"[0.655928075285, 0.3624553867275322, 0.9912063901366253, 0.28161729069217173]","[0.12177450269235517, 0.6175126166069387, 0.967201621994669, 0.34515299691235374]"
774,-329398.8125,-318915.28125,,"[0.6520334262354638, 0.3496638384495441, 0.973048321833319, 0.2735481093189656]","[0.11317762949061203, 0.6227373013580856, 0.9940035615023608, 0.3216992996776932]"
775,-393836.84375,-387769.9375,,"[0.6651032642651519, 0.3522474312506459, 0.9951528283247687, 0.29857008318137085]","[0.11763391093438132, 0.6083676460133758, 0.9841497055433561, 0.34129967414151313]"
776,-421835.28125,-409460.96875,,"[0.6340869067417256, 0.3413007133889359, 0.9901635092417905, 0.28934264940072624]","[0.12372670838668748, 0.6057119965840151, 0.9762943006891519, 0.3420053156494596]"
777,-435546.84375,-422133.78125,,"[0.6516314680621299, 0.3497440454237666, 0.9840185639966372, 0.30777910191984137]","[0.12377864825030417, 0.6070220119198548, 0.9904109235437188, 0.33337431604366313]"
778,-455915.8125,-443335.8125,,"[0.6476397574887259, 0.3728754479118456, 0.9900613867588572, 0.2961086221747374]","[0.10264557563725712, 0.6045561369752676, 1.0, 0.33555564649637837]"
779,-449485.40625,-435872.09375,,"[0.6250063276558018, 0.35478579614643346, 0.9995966366503749, 0.2838420815893734]","[0.12735975095630445, 0.6363701595811647, 0.9818707978045298, 0.34413186808198815]"
780,-449591.71875,-436799.1875,,"[0.6594327416811425, 0.35672563330786644, 0.967008474725457, 0.2857340524063309]","[0.11613968077083538, 0.6085462772110631, 0.9799311236958271, 0.31607303540733184]"
781,-320048.28125,-320362.78125,,"[0.6424548487065845, 0.36469834996982053, 0.9653419616693603, 0.2768809225309555]","[0.12384602167049388, 0.6176027381052662, 0.9947050105761747, 0.31514289496016706]"
782,-301065.0,-301364.46875,,"[0.6615303477344949, 0.355851671479952, 0.9874127576875733, 0.28643119843469667]","[0.11192864882144021, 0.6221923994296148, 0.9905704681492981, 0.3360880075086241]"
783,-296174.78125,-287616.75,,"[0.6487654776348012, 0.34207968062515876, 0.9940174873836852, 0.30235654411926305]","[0.11406953670077698, 0.6086104965842223, 1.0, 0.34265990185608014]"
784,-260690.578125,-260949.46875,,"[0.639545257965367, 0.3490977990345512, 0.9736192803830054, 0.2776604161585127]","[0.11235466911433477, 0.6244726889028102, 0.9784923203667856, 0.3546330617967443]"
785,-255303.46875,-248357.65625,,"[0.6535047648221494, 0.3535186299969469, 0.969377493346465, 0.27901470249019383]","[0.10896678806532636, 0.6206127312282388, 0.9883721241190567, 0.34413166960543606]"
786,-261530.765625,-253857.453125,,"[0.6597914659662663, 0.3626117529689654, 0.9884438786670832, 0.2920148391751538]","[0.10134181521763361, 0.6473028808619907, 0.9838480398677599, 0.32820969522843424]"
787,-262278.0625,-254813.28125,,"[0.6542393904469441, 0.36034108330186443, 0.9863483002274258, 0.2937189837872068]","[0.10853835449865726, 0.6071519278827897, 0.994980060793366, 0.3106776503482904]"
788,-232852.546875,-233083.0,,"[0.6523929664924185, 0.3692904363007768, 0.9816050455783363, 0.3123589592692793]","[0.13646738099228634, 0.6356587760327819, 0.9922322097519869, 0.32069287197039537]"
789,-236658.3125,-230025.953125,,"[0.6498017616430183, 0.3514101812078575, 0.9928201432315108, 0.2935840351786888]","[0.12640833724524012, 0.6176067767711356, 0.9880626424710243, 0.3426061341724957]"
790,-251683.390625,-244295.75,,"[0.6523572935340164, 0.32929966295074503, 0.9838334787941379, 0.29465098906999365]","[0.10992450679917729, 0.6479628428061702, 0.9812883763715754, 0.33029759737572884]"
791,-256881.609375,-249680.75,,"[0.641127753261552, 0.3501871770723687, 0.9935303374626923, 0.2847200451583558]","[0.12438439848329777, 0.6297980952354634, 1.0, 0.3347338027476645]"
792,-261288.796875,-253964.109375,,"[0.663804561560119, 0.35732900417902497, 0.96727965223763, 0.28505459188702387]","[0.10304455117939387, 0.6430006849552818, 0.9823022353946244, 0.3259616998256975]"
793,-255228.796875,-248072.03125,,"[0.6512224006479435, 0.3617500322868996, 0.9809043112731026, 0.30397553039673897]","[0.1065465321289676, 0.61498804718819, 0.9829462451491751, 0.3466709892758983]"
794,-186873.0,-187055.21875,,"[0.6346910597664498, 0.3460380114011929, 0.9793180741996236, 0.3102756277544781]","[0.13342161216536066, 0.6092773856015523, 0.9922393215800469, 0.33858031534565586]"
795,-160647.953125,-160805.46875,,"[0.6479045551821032, 0.3584246834077934, 0.9771648711514636, 0.29634253114959064]","[0.09307089899562429, 0.6293528017179061, 1.0, 0.32539447820309336]"
796,-176675.703125,-171488.0,,"[0.644128303224815, 0.34746927546611883, 0.9916192968860964, 0.28986549117872956]","[0.10961941590237018, 0.6219158544149291, 0.9906255760052054, 0.33649852509434836]"
797,-186308.875,-183785.015625,,"[0.6375475171153027, 0.3531225712802067, 0.9820339357292847, 0.29754650754910794]","[0.12221704438548782, 0.6159004680621813, 0.9988808501819956, 0.3410418522268806]"
798,-122024.9921875,-122142.71875,,"[0.6492582108460414, 0.34697629373852595, 0.9923888044164888, 0.28259862139197917]","[0.12691866470406687, 0.6191909464960862, 0.9885482129364227, 0.31354701710332455]"
799,-181321.484375,-175545.265625,,"[0.6589658831911704, 0.35153530578295383, 0.9963577363780163, 0.28209453716845506]","[0.12282379717380622, 0.633121436906013, 0.991015501359794, 0.33637446214079747]"
800,-204672.65625,-195963.4375,0.7237499999909531,"[0.6576364126553658, 0.35912947136923706, 0.9783920032970876, 0.30913410498795274]","[0.13505936718792275, 0.6366177122474347, 0.9856501272802745, 0.3202246812746997]"
801,-214323.484375,-208315.875,,"[0.6614239328659021, 0.3743788878758967, 0.9747837506662468, 0.2931124459590459]","[0.12288051534578394, 0.6147618128655684, 0.993922803671596, 0.3363375024975214]"
802,-209880.375,-203903.25,,"[0.6456825885370527, 0.3598960169937192, 0.986587383756307, 0.2689560200558242]","[0.11413782092369543, 0.6272118116936891, 0.991655618370105, 0.32191661999363025]"
803,-166646.171875,-166808.328125,,"[0.6557664656098771, 0.3749767506443866, 0.9910196014909755, 0.3035498544886658]","[0.09938455354168098, 0.6292187595734204, 0.9898360614017455, 0.32855740965855035]"
804,-181901.09375,-176723.6875,,"[0.6467414002379301, 0.3534102215709947, 0.992077039095527, 0.2926553511193726]","[0.12677409427680428, 0.6093641880115803, 0.9959448155829898, 0.3210061877071545]"
805,-183499.875,-178273.703125,,"[0.6407874624199327, 0.35216903557872603, 0.9753722840509083, 0.2966343762671213]","[0.11083978679221644, 0.6356522622810049, 0.9769155986597388, 0.3412322928156076]"
806,-201722.015625,-195893.1875,,"[0.6568867921853236, 0.3624948414017924, 0.9750883511721283, 0.30746997528774295]","[0.10621157440116136, 0.6286076403618622, 0.9780122867517652, 0.3360227860425079]"
807,-166905.21875,-167065.578125,,"[0.6448827071397428, 0.35459357639690153, 0.9821283805560943, 0.2888144448204635]","[0.12463199342596923, 0.6087261069281021, 0.9866218915915412, 0.3241283399247793]"
808,-138158.203125,-138292.640625,,"[0.6440851782113657, 0.3423183135816944, 0.9966084225305513, 0.269151351374154]","[0.12402461352804321, 0.614010698441399, 0.9914673093686363, 0.323008531804782]"
809,-166148.421875,-161191.546875,,"[0.6629706903542552, 0.3549003466055666, 1.0, 0.27753883318306805]","[0.10915129721135969, 0.6250750508486916, 1.0, 0.3341837340850794]"
810,-178830.5625,-173817.515625,,"[0.6642937394217695, 0.3549431790839408, 0.9909502972389319, 0.2877293740400462]","[0.12345388072819706, 0.6395125407897838, 1.0, 0.32690173671118533]"
811,-181035.984375,-175956.9375,,"[0.6539260596920436, 0.35302588705819216, 0.9807712561455377, 0.27697148137385735]","[0.10607638943637959, 0.6290178402236557, 0.9881098931712304, 0.3158446606927099]"
812,-223095.078125,-216543.84375,,"[0.6580212014165867, 0.3566472065917855, 0.9647136074591226, 0.274920080539933]","[0.12662581592468047, 0.6209318693416844, 0.9896114619009252, 0.3449091675473597]"
813,-269834.625,-261379.703125,,"[0.6598074559389296, 0.3644158356987373, 0.9894533511834899, 0.29171240105578283]","[0.11417863983364616, 0.6279556461398945, 0.9916825683419337, 0.3430721443622381]"
814,-290381.875,-286448.21875,,"[0.6548205816927157, 0.35398519527180194, 0.9847430057669386, 0.2928053605378759]","[0.10529283972032581, 0.6075507036436658, 0.9991231896685764, 0.3334074690463505]"
815,-302546.84375,-293798.09375,,"[0.6358511539051505, 0.3489649177678066, 0.9991642055968634, 0.2892312416909718]","[0.11646169895283133, 0.6239698081475671, 0.987078755002506, 0.32404815100915585]"
816,-270399.28125,-270660.75,,"[0.6563678526432049, 0.3583215268752494, 0.9959790049849772, 0.3001133101764011]","[0.11228544381170084, 0.6311259077079776, 0.980196772834547, 0.33047083770746644]"
817,-290956.0,-282133.3125,,"[0.6485045699517517, 0.34134983164678956, 0.9813646300684336, 0.2824704932536155]","[0.09572493228634968, 0.638406918994202, 0.9892295649156619, 0.3366074485684396]"
818,-205976.15625,-206174.0625,,"[0.646019562775634, 0.33908095744237654, 0.9822257884243575, 0.2786169599892594]","[0.12229400300123441, 0.6090858417426844, 0.9761800584432703, 0.33961282435522916]"
819,-255878.5625,-247993.640625,,"[0.6589818143189926, 0.3554930210987779, 0.9767930018108505, 0.3005825871865264]","[0.11366390856923185, 0.618717801999825, 1.0, 0.34916936065084114]"
820,-245704.140625,-245939.40625,,"[0.6459749963256145, 0.35322552012510694, 0.9779846930384855, 0.27316400710577576]","[0.1185776074006737, 0.6338516296801783, 0.9734780172849546, 0.3366851750460116]"
821,-234638.375,-227957.09375,,"[0.6423037374939611, 0.369039756715134, 0.9944038581873669, 0.2841057128936449]","[0.10738813676366196, 0.6292925860310103, 0.9864252457161684, 0.3321336865561544]"
822,-243421.3125,-236269.25,,"[0.6590627179229125, 0.3530464764878571, 0.9864235581380886, 0.2998075562462882]","[0.11384829483087892, 0.6207380062750626, 0.9880785278256882, 0.3378719047159926]"
823,-261447.859375,-253884.484375,,"[0.6402265771162984, 0.35304443745528574, 0.9699939683249295, 0.2744995012826362]","[0.10088931599888233, 0.616130122874835, 0.9990055622113445, 0.33232179465992817]"
824,-266251.28125,-258892.234375,,"[0.6511231805221654, 0.3588962239272691, 1.0, 0.29537112095529816]","[0.10085147697058933, 0.6250213377389605, 0.9901123431377209, 0.32631167404318684]"
825,-253410.15625,-242936.296875,,"[0.6517446684950475, 0.3573974612625858, 0.9834728387730848, 0.2993774319685022]","[0.11545653163476928, 0.6271713032307908, 0.9829708236312268, 0.34104930482770435]"
826,-235068.5625,-228569.28125,,"[0.6480466201061005, 0.3601774109737698, 0.9755181795101526, 0.2910263413258415]","[0.13197842648072058, 0.6130848112374534, 0.9894026794453034, 0.3305039553817892]"
827,-224943.859375,-218815.96875,,"[0.6568973079887999, 0.3679711664409371, 0.9764882520083876, 0.2774793464023804]","[0.11755411904561308, 0.6280663418465721, 0.98635375097848, 0.3408330728819138]"
828,-154280.5625,-154427.609375,,"[0.6618206955621427, 0.36462366301654553, 0.9908489767398023, 0.3000022231178851]","[0.11119772190770676, 0.6182740833492586, 0.9860895866606436, 0.329338713488818]"
829,-130851.9921875,-130977.9765625,,"[0.6510542558469954, 0.35511065117997737, 0.9860954610729543, 0.2977695850077698]","[0.10931065882476171, 0.6197534075591118, 0.9722181547761061, 0.3173325593601442]"
830,-187136.859375,-181272.421875,,"[0.6381644651977423, 0.35509567791132285, 0.9799796319380524, 0.28991351719594094]","[0.10989845769863463, 0.613930957450776, 0.9893840414111904, 0.3309261264453749]"
831,-210568.59375,-204745.421875,,"[0.6395228315992776, 0.35308623143689116, 0.9871481504220291, 0.2881546602442445]","[0.11243936740341327, 0.6371969966942915, 0.9828000632967764, 0.32606372287453583]"
832,-254061.6875,-245966.75,,"[0.6486664302504971, 0.35888290931199496, 0.9757463976600093, 0.28329094373464314]","[0.1153244594045621, 0.6187352711269322, 0.9729761769666213, 0.3310397605472966]"
833,-284652.65625,-276548.96875,,"[0.651952340167405, 0.36108902571518253, 0.9944341667979038, 0.28961638468671336]","[0.11129477704573318, 0.6163628962101526, 0.9872091075665398, 0.32849068834358364]"
834,-306383.4375,-297380.125,,"[0.6522676810740777, 0.3504462207647597, 0.9984643690901095, 0.28245845361164]","[0.12513231047150156, 0.6162860026084712, 0.9757923181602318, 0.32957183131084755]"
835,-346905.0,-335659.6875,,"[0.6709833649003704, 0.3504372020286296, 0.9900790938029418, 0.28998152425865964]","[0.1148418710697587, 0.6299624341794094, 0.9837815290209122, 0.3297175579935682]"
836,-392129.5,-380034.59375,,"[0.657867434516088, 0.3457546376017218, 0.9816109064952879, 0.27869908121183545]","[0.11456400249431115, 0.6344322844995562, 0.9800869335613084, 0.32278965044232344]"
837,-371053.96875,-371410.46875,,"[0.6474713293159289, 0.35973088633119193, 0.9960617704128459, 0.27846973417141363]","[0.1043732783798364, 0.6223235453486797, 1.0, 0.3233558882973677]"
838,-373625.96875,-357481.09375,,"[0.645784634232216, 0.36224226497317685, 0.9844757125911243, 0.2884227970139697]","[0.12225910445405273, 0.6250741243042717, 0.9791280332202271, 0.33038366770599586]"
839,-374522.25,-363523.28125,,"[0.6663043582719876, 0.36101985690994454, 0.984863256129763, 0.2806945490673096]","[0.11218420436345049, 0.6307483931242155, 0.9794883589770934, 0.34285735757963653]"
840,-231496.140625,-231717.4375,,"[0.6388869012264965, 0.36123894803857404, 0.9863209186158405, 0.28758429250683815]","[0.1215958575309585, 0.6154482184962063, 0.9921249037216978, 0.3294097720827174]"
841,-259516.515625,-252339.953125,,"[0.6436327740503279, 0.34441011187681847, 1.0, 0.2981304288483117]","[0.12456168504585852, 0.626458618150817, 0.99019477974888, 0.33508893731895617]"
842,-264300.40625,-256413.359375,,"[0.6620933835248416, 0.36203595177848363, 0.9942092800106654, 0.27665942041558556]","[0.12801582594287403, 0.637808955476698, 0.9731584439061511, 0.32003611300120505]"
843,-266390.6875,-259021.96875,,"[0.6395304024609475, 0.364527286559192, 0.9840754843152628, 0.2885650628163823]","[0.12092217152067702, 0.6127894412911931, 0.9941368178418805, 0.3410285525489786]"
844,-177933.296875,-178100.6875,,"[0.6482043094149328, 0.34878347904985507, 0.9946938290654541, 0.2972269339484886]","[0.1108614381362933, 0.6179812284483941, 0.9817244216078169, 0.3273934185056089]"
845,-119796.6484375,-119909.0390625,,"[0.6550203297900403, 0.3671743585066029, 0.989854614097965, 0.28525987818076315]","[0.11243029756729844, 0.6278689738967864, 0.98014499706872, 0.3325557752137224]"
846,-142562.25,-138499.609375,,"[0.6564728787434817, 0.3617840709839576, 0.9909534036177091, 0.2893279143681236]","[0.1178134294832128, 0.6397353020814903, 0.9678830223109952, 0.3331565139107451]"
847,-165531.640625,-160744.265625,,"[0.6560473287136035, 0.3673170011853769, 0.9743658651096724, 0.26224449188879273]","[0.11911447451239587, 0.624288246052932, 0.9877308413434113, 0.3288159262498173]"
848,-171050.78125,-166174.375,,"[0.6526659639737616, 0.360638239297748, 0.9863821918368456, 0.2799859114312296]","[0.1098483179211623, 0.616637078139667, 0.9972148946940401, 0.330966582555408]"
849,-183727.015625,-178492.0,,"[0.6456796316574117, 0.3634371468224958, 0.9813145963201466, 0.2926091340546627]","[0.1093401910402296, 0.6162789065212864, 0.9856176868811288, 0.3233818661762225]"
850,-221010.640625,-214304.25,0.7258823529326367,"[0.6402499655533204, 0.36573007222846754, 0.9841662213848013, 0.3034513831506907]","[0.11979248012547927, 0.6197952924612031, 0.983364462640689, 0.3239688374598483]"
851,-254964.4375,-247228.765625,,"[0.657716541452173, 0.34301599214332723, 0.9967602471639557, 0.29186346515583006]","[0.1283264123041202, 0.6226045345748398, 0.9936897801913752, 0.32866973564741214]"
852,-303753.5,-294234.375,,"[0.6501973541060583, 0.35829103147588415, 0.9906965430871347, 0.28538053168998345]","[0.13207147856911133, 0.6290406061077906, 0.982270224145465, 0.33287045667692605]"
853,-248674.75,-248908.90625,,"[0.6551597471807296, 0.3520339575244135, 0.9993575149154754, 0.2954915974625243]","[0.1094419446130508, 0.6097690396312418, 0.9843006188438623, 0.3179383187469879]"
854,-176382.609375,-176548.3125,,"[0.6533709221046288, 0.3575818383904123, 0.9886830757515429, 0.2818229493390079]","[0.13291999924658185, 0.6273864775332979, 0.9930536893602586, 0.32099736074289037]"
855,-209377.25,-203227.96875,,"[0.6544949197181062, 0.3582658630560105, 0.9959961966290081, 0.2975917155626781]","[0.10646810702893919, 0.6210474599219874, 0.9801236657596748, 0.3324821408433505]"
856,-192361.15625,-192543.78125,,"[0.6518091382677511, 0.3611035489579943, 0.9913918853840004, 0.29159738541644437]","[0.12001708231005559, 0.6244237437917356, 0.9895487943334604, 0.3354299706930943]"
857,-221474.25,-218218.0625,,"[0.6380721329675682, 0.3626925754356475, 0.9826564841669955, 0.2813384394466343]","[0.11592748828495314, 0.6115586135382318, 0.9828914974351357, 0.33853791653202964]"
858,-189116.359375,-189292.96875,,"[0.6481752012260374, 0.37223570960438507, 0.9775076993683206, 0.2877119074514182]","[0.12025306180450171, 0.6217253688530956, 0.988921832376771, 0.3381946478278683]"
859,-219131.640625,-209515.3125,,"[0.6497478221161119, 0.34743155394714303, 0.9993583517194392, 0.2861105808443216]","[0.11968573181089115, 0.6221969906382293, 0.9821130876092845, 0.33839693982461133]"
860,-242483.703125,-235360.53125,,"[0.6506127826363193, 0.3533142494975333, 0.9941716720422029, 0.2858136492682518]","[0.11083489077419087, 0.6188203739569293, 0.9973304777185396, 0.32915899254619263]"
861,-254646.078125,-247384.0625,,"[0.6608818869603535, 0.3504687095945051, 0.9855531235808577, 0.27659230435379856]","[0.12649255239885013, 0.6240466221377361, 0.9849388934310322, 0.33078619847341684]"
862,-261020.078125,-253349.203125,,"[0.661215900819736, 0.35312960512736363, 0.9895718973889478, 0.2831906377911782]","[0.12006325340927723, 0.6245519430228756, 0.9762867202423241, 0.32225758821913975]"
863,-297827.5625,-288933.8125,,"[0.6627265434067742, 0.3598186981217829, 0.9930162964703758, 0.2944612994154019]","[0.11313873269269693, 0.6280083723964204, 0.9869539035777551, 0.3347619246846567]"
864,-274484.1875,-278722.78125,,"[0.6586999707475897, 0.3620086694403522, 0.9805065660332242, 0.295245223060034]","[0.11419940625577969, 0.6233129414048154, 0.9936829734258061, 0.33374581276109033]"
865,-289699.875,-281049.96875,,"[0.638869484892224, 0.35314182133723276, 0.9822988320317618, 0.2832521389596245]","[0.10744522639784569, 0.6152049111083592, 1.0, 0.3346220839082009]"
866,-317719.59375,-308231.75,,"[0.6458264949707864, 0.35976542726834554, 0.9891559769540522, 0.28744602445728845]","[0.11773634469404574, 0.6205808867750422, 0.9892455110080906, 0.3297779944723364]"
867,-341596.15625,-331060.25,,"[0.6511178309090258, 0.3622626382240249, 0.9804963809144396, 0.2805080152856058]","[0.12243148076482382, 0.6240581821513352, 0.9812786846656596, 0.3296694259788125]"
868,-377790.5,-366323.125,,"[0.6463034456565977, 0.3639640551066337, 0.99305502793448, 0.2862690741405724]","[0.11885101496781124, 0.6302789888668364, 1.0, 0.3361210351044037]"
869,-361682.625,-356844.1875,,"[0.651002030195385, 0.344924851290316, 0.9864414473490027, 0.28630266801678483]","[0.11718253034690021, 0.617905598059346, 0.9814760674077806, 0.3307629811229498]"
870,-335769.71875,-326479.90625,,"[0.6496058127318882, 0.3496439052466321, 0.9999899230563809, 0.2809484265873838]","[0.12363075008262135, 0.6351660921706938, 0.9783739946582136, 0.3384916134979497]"
871,-336436.46875,-326058.34375,,"[0.6436271396019094, 0.3563039486756556, 0.9847777647741986, 0.28147829782552114]","[0.1302616706482346, 0.622220299375361, 0.9958374188333201, 0.3254661132470615]"
872,-311483.46875,-311771.28125,,"[0.649628770589313, 0.36351976275243214, 0.980528320552009, 0.28189564773641607]","[0.1102029274978251, 0.61483923977667, 0.9793824708611986, 0.3270538371718064]"
873,-306755.1875,-297738.46875,,"[0.6448275916775307, 0.3610032374711448, 0.9905390614947159, 0.28376917937344]","[0.11880951577982551, 0.6078393638873865, 0.9823380904097442, 0.3246895596154128]"
874,-314278.84375,-309942.375,,"[0.6561819144987014, 0.35837720879528034, 0.9890465980482971, 0.288988998701266]","[0.12077929264307662, 0.6260824957715979, 0.9891966791893497, 0.3333615589977637]"
875,-322788.3125,-318188.875,,"[0.6575431957023481, 0.36176136203518133, 0.9908585086022202, 0.28982109005699425]","[0.1254497254442369, 0.6180339958924327, 0.9724527002586265, 0.3319893142817127]"
876,-352633.8125,-342095.28125,,"[0.643434893062902, 0.34684074949656135, 0.9800698348077478, 0.28832561071911006]","[0.12522476900555568, 0.6245813422243482, 0.9872265744569507, 0.3293114475480355]"
877,-368655.0,-357467.3125,,"[0.6435324153686788, 0.3419887514968238, 0.9891758284455366, 0.2931377603636809]","[0.11403990748650711, 0.6122857692883384, 0.9795468740695216, 0.337769583316977]"
878,-317972.25,-318263.84375,,"[0.6491201852598276, 0.3663526889438136, 0.9871939372438935, 0.3028508431814807]","[0.11592376876781635, 0.6307009367845995, 0.9921477194704619, 0.327155527689106]"
879,-284655.03125,-284920.09375,,"[0.6537070789222655, 0.3670475695263503, 0.9890609584855744, 0.2715688468275633]","[0.11618993112812433, 0.6315468401464301, 0.9888076285840437, 0.3281906379542624]"
880,-157682.8125,-157827.265625,,"[0.6565695361345729, 0.36037231584738694, 0.991453885219059, 0.29166682945492556]","[0.12120172710033286, 0.6258648010746549, 0.9809028841236587, 0.33446532743038476]"
881,-189687.890625,-184109.765625,,"[0.6504593060723948, 0.36525140733947936, 0.9898366772231955, 0.29457011010697887]","[0.12288660566925635, 0.6302241643622549, 0.9914536019538821, 0.3341020991079342]"
882,-191314.515625,-188753.78125,,"[0.6580851665838664, 0.3613174727447383, 0.9878992336417542, 0.27905946690196587]","[0.12286289751254392, 0.6153063497886211, 0.9854589537190909, 0.32795789615108195]"
883,-23506.259765625,-23527.99609375,,"[0.651622305673492, 0.36355677591297225, 0.986434321939367, 0.2888060598723211]","[0.11324859191336363, 0.6342800015250628, 0.9783460265261258, 0.3326258484788984]"
884,-15294.2646484375,-15308.4580078125,,"[0.6441552437428211, 0.36275403507788506, 0.9903018677125381, 0.28279834057185144]","[0.1259984833517521, 0.6242396384301393, 0.9886617638668114, 0.329174216471719]"
885,-53551.29296875,-52023.9765625,,"[0.6544855398747573, 0.35427676004083125, 0.9831023457956991, 0.29648003730227973]","[0.12014244223803766, 0.6212026113902895, 0.9785593109915022, 0.32463633072365805]"
886,37678.05859375,37712.7265625,,"[0.6453059105498706, 0.3465567540447663, 0.9920333005174479, 0.28297638711810996]","[0.11280846507520509, 0.626190280905509, 0.9796956746492756, 0.33913151481009934]"
887,-2558.3193359375,-2484.234619140625,,"[0.6504813283096452, 0.35773508356966893, 0.9925555245837183, 0.2908686044803226]","[0.11118620479405156, 0.6184408085397337, 0.9900825106989791, 0.3343516796140599]"
888,-31709.025390625,-30791.111328125,,"[0.6568838740674342, 0.3597599173774766, 0.9953278394165594, 0.2884870136190018]","[0.11782308622835569, 0.632692146075227, 0.9938704432571996, 0.33004987115613627]"
889,-67751.0234375,-65789.5546875,,"[0.6376327005252247, 0.36647330672429257, 0.9945742982047396, 0.2852114608690462]","[0.11788485788197992, 0.6212378314073921, 0.9917372581639878, 0.32949291105855755]"
890,-91739.375,-89123.9375,,"[0.6522936410197829, 0.35072921488523306, 0.9864798610332882, 0.28162254760947797]","[0.1157899457217932, 0.6231132494679651, 0.9773855923590353, 0.32848644265351956]"
891,-143265.265625,-138914.5,,"[0.6487666505516432, 0.35097535246682715, 0.990772520974627, 0.2934746827610932]","[0.12417361598268345, 0.632378699835893, 0.9937080124366843, 0.33220205603216624]"
