game,loss_red,loss_blue,win_rate,weights_red,weights_blue
505,-152345.984375,-147739.8125,,"[0.6302878170323125, 0.35397460810074977, 1.0, 0.25679369286892184]","[0.1350732064378158, 0.6207001020449682, 0.9619213180514589, 0.341704555256332]"
506,-130914.0078125,-131117.578125,,"[0.6094441697541343, 0.32044558024810577, 0.923728436222424, 0.33213698326436414]","[0.12090981927569888, 0.6313937312019284, 0.9961451364087307, 0.31179079116320413]"
507,-86332.6640625,-86466.15625,,"[0.6240102367058955, 0.36851730164783214, 0.990088654270086, 0.29577506185382496]","[0.13338464075979645, 0.6074916804507839, 0.9662288194206141, 0.31314683215744565]"
508,-71408.1171875,-71518.28125,,"[0.6480995099193355, 0.3746301950502937, 0.9676116663280245, 0.2607798719471629]","[0.0871539494525136, 0.688236139513644, 0.9651739492731674, 0.32752332774875964]"
509,-75130.2265625,-72067.3046875,,"[0.6307879202501432, 0.36225733843077307, 0.9096024988447614, 0.27799491688359307]","[0.1005312163911209, 0.6306982983575561, 0.937717857670934, 0.34436460989383527]"
510,-76471.796875,-74402.2578125,,"[0.6210904209919248, 0.3827329893693923, 0.9889665756621959, 0.2673004060429296]","[0.09425636753214497, 0.667765576859011, 0.9809134385736935, 0.3508235888306862]"
511,-78632.5703125,-75378.4609375,,"[0.6911910013774585, 0.3562675405627333, 0.9847511209677062, 0.2997838105235814]","[0.127503572439745, 0.6154186515088745, 0.9844328868539788, 0.2889307208155508]"
512,-136367.984375,-132308.5625,,"[0.6389642077313623, 0.3751735116505934, 0.9859102784027556, 0.2948650779373852]","[0.10992160116977832, 0.5908841618370766, 0.9646695542283048, 0.33351587388494275]"
513,-156643.578125,-152197.890625,,"[0.6847104012148357, 0.3509977282055931, 0.9853777374688757, 0.31907258184599363]","[0.12162145802193426, 0.631060015776056, 1.0, 0.3076460059234848]"
514,-154878.90625,-150617.40625,,"[0.6691456088110663, 0.3747625144789946, 1.0, 0.27128458248450893]","[0.08178166146662183, 0.62881947970627, 1.0, 0.319577503286552]"
515,-179568.0625,-174389.46875,,"[0.61124123477953, 0.3856244927172741, 1.0, 0.2920011237923918]","[0.14786742292521185, 0.6516925786486186, 0.9587294139526824, 0.3512258902102943]"
516,-195119.1875,-189668.046875,,"[0.6147970126264122, 0.3606052579416485, 0.9553282332900925, 0.27114746767050346]","[0.11993301859290341, 0.6253898536543121, 0.9925337372846279, 0.36272325601419003]"
517,-158895.21875,-159136.734375,,"[0.6536668353131434, 0.36956223433886703, 0.9697984707798118, 0.32991965577697235]","[0.11231950844164414, 0.6666794535139452, 0.9764347802486691, 0.34870162082242834]"
518,-167051.109375,-162307.984375,,"[0.648217342706115, 0.367757937934791, 0.9352984024187715, 0.2803116139914301]","[0.12595208529010138, 0.6431781297138695, 0.9713141610765662, 0.27816762281582397]"
519,-135526.9375,-135731.125,,"[0.6481346658669884, 0.344421207049401, 0.9807967567509234, 0.2903596558595824]","[0.10169776976134008, 0.634953810695799, 0.9972918394946361, 0.35203612019593705]"
520,-169594.609375,-164622.015625,,"[0.6500575778597745, 0.32179305905643235, 0.9455374522901164, 0.257388464435037]","[0.09755493099418872, 0.6003780630425357, 0.9968681733218805, 0.36424778746188047]"
521,-222105.796875,-215487.609375,,"[0.657418600634717, 0.3701883787274129, 0.9486054004464878, 0.2690480733636959]","[0.14871624302421077, 0.6192279085457043, 0.9828811118091534, 0.3427635984071633]"
522,-248635.75,-241345.109375,,"[0.64949599571888, 0.33966964591436677, 0.9882007677830716, 0.3023176896159647]","[0.12399321831560875, 0.6444214979045685, 0.9461423211660757, 0.3504125923012377]"
523,-193114.765625,-193403.0,,"[0.6470986736407646, 0.3947353330527833, 0.9584544091206849, 0.3396596916752693]","[0.12685619544047733, 0.648847940310897, 0.9516942831303142, 0.3271519732267885]"
524,-123051.9921875,-123233.625,,"[0.6778755019760542, 0.37806522103360646, 0.9472694456069144, 0.31153005000558937]","[0.11165465538651999, 0.6790225871019037, 1.0, 0.30660440553613283]"
525,-26917.80078125,-26957.798828125,,"[0.6569468817557039, 0.38374177897094314, 0.9833053943042801, 0.3313207889612526]","[0.10195638022531422, 0.6072216683442497, 0.9326747996346404, 0.36238410089908]"
526,-94241.2421875,-91336.140625,,"[0.6376088882428634, 0.4200786355718995, 0.9986280915122214, 0.2955078863341353]","[0.10727236624889507, 0.58376794844748, 1.0, 0.35877846865351715]"
527,-134563.015625,-130615.6640625,,"[0.680999893497582, 0.3705840219698086, 0.9991040668189985, 0.2824261281407765]","[0.11142821601243039, 0.6206521624226036, 0.9903594929077011, 0.2915335490442839]"
528,-118895.390625,-119069.1015625,,"[0.6250745891031677, 0.34409686917671123, 1.0, 0.3092200665321971]","[0.13381866342821364, 0.6196586342373923, 1.0, 0.30417562493830674]"
529,-97338.078125,-97480.9140625,,"[0.6336775390720354, 0.320944875840791, 0.9478332458536236, 0.3217642970679387]","[0.1091865593116633, 0.6158664242769671, 0.9792183919713889, 0.3337913490182461]"
530,-115006.3046875,-111786.7109375,,"[0.6554118503406272, 0.3211416015656821, 0.9891830744650639, 0.2792110782719087]","[0.11918100502900719, 0.5921654439624321, 0.979201567185838, 0.3191583163080653]"
531,-116405.140625,-113243.703125,,"[0.6543833614289756, 0.30408583606594675, 0.9808357275579039, 0.2574637331905007]","[0.12396610804951295, 0.6333417052351181, 0.9891565785646613, 0.35606614859444397]"
532,-147367.359375,-143175.875,,"[0.6447748330374512, 0.3502749157061215, 0.992075377566381, 0.2834967208266848]","[0.11831827680841031, 0.6326984534164497, 0.9560631670421884, 0.34461002739389235]"
533,-167781.421875,-162933.9375,,"[0.6695599790347618, 0.3705625403661593, 0.9978933754136098, 0.2966591290272745]","[0.14630044289762198, 0.6342552921871062, 0.9881219527348389, 0.28531949556445746]"
534,-101473.4375,-101620.46875,,"[0.6898289502430835, 0.352315272051507, 0.9407406937151312, 0.2588815906780029]","[0.09087783679509448, 0.6395016246946471, 0.9871386079284628, 0.3288320583807094]"
535,-47799.81640625,-47868.7265625,,"[0.6433809841498617, 0.3349683452429563, 0.9888764533133977, 0.2639622423659253]","[0.14990137874506884, 0.6501716483008915, 0.9732179069377404, 0.3181968426569359]"
536,-35280.5078125,-35331.0703125,,"[0.6363257545677742, 0.35842419870494796, 0.9480125807960712, 0.2529909788295757]","[0.12866649406882402, 0.6481648391038694, 0.9935189974495721, 0.35421378322770253]"
537,-101473.46875,-98443.5390625,,"[0.6619490315481145, 0.37114011463025576, 0.9646735196154003, 0.2898986148039939]","[0.10296606612463144, 0.5963684382616088, 0.9491478605645298, 0.32541184643122895]"
538,-91347.21875,-91478.671875,,"[0.6741456764182739, 0.370338612436737, 0.9426952586417207, 0.2511433306058725]","[0.10831279896036845, 0.5853197656074095, 0.9881050881905381, 0.34345728080289734]"
539,-70202.0703125,-70302.34375,,"[0.6634539973738673, 0.3622128499146799, 0.9506651900230896, 0.2789625657046975]","[0.08834088730532749, 0.5892763626887211, 0.978030077901266, 0.32901753225507857]"
540,-33074.38671875,-33121.66796875,,"[0.6187607455302211, 0.35596384203251047, 0.9822494396961167, 0.26326851542677737]","[0.10094699405724752, 0.6276267754360325, 0.9649287402298663, 0.36392421316384005]"
541,-58933.30859375,-57281.8203125,,"[0.6100633224078077, 0.3402798745180491, 1.0, 0.2844635025823984]","[0.11329241641649594, 0.6208344513762314, 0.956920727455536, 0.30546973618149403]"
542,-33902.15234375,-33950.26171875,,"[0.6605347982335857, 0.3755840894677711, 0.9556942678102209, 0.30629311906268025]","[0.09969378423123651, 0.6197436784629035, 0.9658151504163499, 0.3550112336726388]"
543,-58374.36328125,-56712.62890625,,"[0.6303480250151303, 0.3428965902380243, 0.9821323172767271, 0.2805109334699136]","[0.12468402306672081, 0.6187240911374821, 1.0, 0.30784937881938806]"
544,-24236.638671875,-24271.205078125,,"[0.6861390872116424, 0.37145846413260436, 1.0, 0.29352921218315614]","[0.1012873646268087, 0.6144957679098488, 0.9819938597736495, 0.30849262896732726]"
545,-41908.4765625,-40751.1875,,"[0.6867614096532287, 0.3350681820923228, 0.9613701152602718, 0.2880625706841286]","[0.12321813484802215, 0.6067693544067773, 0.9669068818794813, 0.3231157881727797]"
546,-48135.48046875,-46826.671875,,"[0.6719850995992472, 0.3611618590962525, 1.0, 0.3061491951145755]","[0.12712687919442434, 0.6171265389274155, 0.9866622114320848, 0.33806238181058873]"
547,-139708.4375,-134994.96875,,"[0.6553154518976523, 0.4114253274870571, 0.9871463277509132, 0.29508394907272395]","[0.13051541147858658, 0.6061186127997861, 0.9563470149320267, 0.32814839705616083]"
548,-144579.78125,-144783.84375,,"[0.6635776594227588, 0.3544677449240599, 0.9958746587199936, 0.2966621512391684]","[0.09307359208649434, 0.6331021464323995, 1.0, 0.37793997339091007]"
549,-108828.90625,-108980.34375,,"[0.6564229530405371, 0.3413804550142331, 0.9900629695603713, 0.2691068237498032]","[0.09698929862383834, 0.6392762180604049, 0.9414849875142945, 0.320234681384119]"
550,-46458.87109375,-46523.3515625,0.705454545441719,"[0.6252869948582576, 0.33439599335243747, 0.9689265456235509, 0.33572180253102274]","[0.10398567295858102, 0.6453289630155062, 0.9830051884637384, 0.3444967696593593]"
551,-54910.22265625,-53415.46484375,,"[0.660940428984498, 0.39393643244774385, 1.0, 0.2633298145280045]","[0.13103690676113358, 0.6040335873572849, 1.0, 0.3385976299211084]"
552,-108384.7421875,-105142.453125,,"[0.6599306889080825, 0.3306533261042004, 0.9594122739858392, 0.30276578902549756]","[0.07480912083417143, 0.5979428278407886, 0.9919407414487399, 0.3385583180212238]"
553,-116589.515625,-113416.1796875,,"[0.6404080836656597, 0.3413542697505983, 0.9712652144278273, 0.2932578000455395]","[0.11204422338723107, 0.6285118626152251, 0.9530380141369355, 0.3424540766798697]"
554,-95070.2109375,-95200.3984375,,"[0.6700043563858231, 0.3164745817638089, 0.9711005356554872, 0.3101249155468202]","[0.1111442170809165, 0.6068254564403294, 0.9460625448413177, 0.3389923124609]"
555,-132440.84375,-128478.5,,"[0.6755194699218309, 0.4037462514471741, 0.9589232434567945, 0.28387004343793004]","[0.15305889621838262, 0.6258079514801054, 0.9514514616292118, 0.30700739726923343]"
556,-107471.8828125,-107619.40625,,"[0.6624981365679133, 0.37346773578499654, 0.9828765149807329, 0.3227519958337731]","[0.14861872959921502, 0.6581602775574469, 0.9854820004155915, 0.36667501051602686]"
557,-142618.484375,-138550.4375,,"[0.6289962487950983, 0.35965404679071744, 1.0, 0.2770455563022943]","[0.1502406844125701, 0.606310107228508, 0.9871535793097813, 0.3303936832718181]"
558,-151700.8125,-147505.765625,,"[0.682047383990138, 0.3723024065594598, 1.0, 0.2910571800913123]","[0.12303252512803654, 0.6314912490642915, 0.9829084637530209, 0.34228190672635755]"
559,-211959.515625,-205171.59375,,"[0.6860648726186968, 0.3268583261357019, 0.9871326813744169, 0.32623133467610976]","[0.09238387869803899, 0.661497318064728, 0.9916145497599038, 0.32905735586027923]"
560,-265818.53125,-258112.40625,,"[0.6514376109696818, 0.3319245271512705, 0.977590376420933, 0.31369105009481846]","[0.11519048862759505, 0.6027653991039835, 0.968988194185091, 0.34290738964128764]"
561,-273568.59375,-266114.96875,,"[0.613931204989893, 0.36003479072532424, 0.9731120866906434, 0.30616747630025615]","[0.09507236641212401, 0.6043160258272327, 1.0, 0.3049563882576102]"
562,-229606.171875,-229915.84375,,"[0.6368441419766709, 0.2945508624962134, 0.9770668874386268, 0.3109240869413747]","[0.1036629692182151, 0.6274483168454931, 0.9931757514103058, 0.3453327280061953]"
563,-237921.171875,-231024.34375,,"[0.6666947301099754, 0.34645275640683404, 0.953465885100793, 0.30602121399667914]","[0.10525103253398434, 0.6405546362282797, 0.9836153361892072, 0.339502956574689]"
564,-259108.75,-251826.09375,,"[0.6352576826652331, 0.34147616736942604, 0.9687823574795021, 0.25147538192487273]","[0.10375058662475739, 0.6132778206158522, 0.9408561291702864, 0.2893405117025548]"
565,-223627.21875,-223928.8125,,"[0.6565729079830283, 0.35415985488912055, 1.0, 0.33372872082600136]","[0.1330195824918825, 0.6026320914719803, 0.9774574285662857, 0.41660017305469144]"
566,-92765.1875,-92889.6875,,"[0.6459902691641751, 0.3381437689731435, 1.0, 0.2846898271438087]","[0.08428465084929382, 0.6357868912304131, 0.9509872125506117, 0.34907254959760653]"
567,-105789.6875,-102861.5546875,,"[0.6675487144842257, 0.3377280294798794, 0.9594872524085641, 0.2965216501881273]","[0.10358399694774549, 0.5697905957897953, 0.9815443509398686, 0.32223599348283666]"
568,-113087.7578125,-109909.5859375,,"[0.664591928785762, 0.3597520002376692, 1.0, 0.3029850826046391]","[0.08762305892265743, 0.5956583892304962, 0.9953427437658391, 0.3439445361001132]"
569,-60516.71484375,-60597.66015625,,"[0.6444522768987826, 0.35817082407504075, 1.0, 0.32699570722535987]","[0.10384381259454337, 0.6147790341252938, 0.9559206995852804, 0.3169131472473512]"
570,-92673.0546875,-89984.1484375,,"[0.5947236905490348, 0.3256159198292674, 0.9644802354628902, 0.2807511261705019]","[0.1120307545226547, 0.6113658084971467, 0.9499963515471552, 0.33270765815029096]"
571,-124447.328125,-120946.4375,,"[0.6330849972899026, 0.3740592943061946, 0.9622543664013854, 0.3034542675631415]","[0.1191389405300769, 0.5968180147719017, 0.9696127890274177, 0.32637626088852384]"
572,-155446.75,-150935.984375,,"[0.6230781029673365, 0.35037864211630776, 0.9670178044087975, 0.3005185563759204]","[0.10788982612159446, 0.6205897404501308, 0.9778718482795691, 0.3358314900998028]"
573,-81314.0,-81421.40625,,"[0.6443126943873624, 0.3177609398620577, 0.9647223435675198, 0.27856956796716925]","[0.12693010988097422, 0.63215288484661, 0.9864152845174256, 0.3068203840994234]"
574,-156151.765625,-151231.15625,,"[0.6692252987586194, 0.367671956797283, 0.980597799256158, 0.30719910144359064]","[0.14602755915042773, 0.6575488854174234, 1.0, 0.3119989006104953]"
575,-195216.609375,-189722.515625,,"[0.6525514523317938, 0.34973504059705024, 0.9310924268924752, 0.2465640826441738]","[0.11538936523933106, 0.6295491099978141, 1.0, 0.3141932268619706]"
576,-217306.453125,-210996.265625,,"[0.6613737920042798, 0.3731754252100967, 0.9625589989322958, 0.25612800715976475]","[0.08679203820612516, 0.6391055156197428, 0.9757526017670707, 0.33214273538081535]"
577,-172631.4375,-172855.703125,,"[0.6510737804851158, 0.3413815132798181, 0.9819156105568926, 0.28052490161031296]","[0.09495426219657405, 0.6570979612742187, 1.0, 0.3148450097856231]"
578,-206463.984375,-200167.484375,,"[0.6502403708617748, 0.3330238422021717, 0.9920272875602899, 0.28097085002392097]","[0.08459458828351013, 0.626300773692715, 1.0, 0.33592761792392933]"
579,-216428.671875,-210521.296875,,"[0.6214212589710328, 0.31805136721119603, 0.9848220849077063, 0.27266812446656724]","[0.10433530151532056, 0.6108668498973062, 0.9849531583466297, 0.32608628690810615]"
580,-246785.4375,-239262.34375,,"[0.6072450029578234, 0.36828672312843613, 0.9709517542888494, 0.24633336869218103]","[0.10364641137681825, 0.6370630478798726, 0.9548432139716546, 0.3347089126564552]"
581,-220489.0625,-220773.28125,,"[0.6559030093910244, 0.4076965154592735, 0.9680491802476696, 0.2875903693916679]","[0.12075429513542692, 0.6428539435631633, 0.9976481766765435, 0.32175252012458344]"
582,-191609.078125,-191856.765625,,"[0.6509645624613725, 0.3873434722090777, 1.0, 0.31793358043145215]","[0.12871583337851453, 0.6072079183792922, 1.0, 0.33781451256806894]"
583,-205492.328125,-199616.796875,,"[0.6429573079204053, 0.3664408784334532, 0.9912833474737889, 0.29305254301702177]","[0.14943288315785874, 0.6286601210082691, 1.0, 0.31363187684049293]"
584,-203187.03125,-197637.65625,,"[0.6379664584414477, 0.39708182111639967, 0.9821279136843766, 0.2724958502286155]","[0.12323888790848399, 0.6082102304485673, 0.960273055420334, 0.30335162160062196]"
585,-168023.203125,-168238.890625,,"[0.6241437796329128, 0.3701865018427869, 0.9984300367279647, 0.2653359464542437]","[0.0999838267560264, 0.5979618084324027, 0.9663651023862513, 0.3302986389157046]"
586,-145760.109375,-143860.625,,"[0.6640313441311012, 0.34247669193648195, 0.9798131097631942, 0.30783372675587517]","[0.12719089651161888, 0.6419580000118755, 0.9983170314771923, 0.3374149391617371]"
587,-214652.125,-204178.4375,,"[0.6887688614142585, 0.36199597861189725, 0.9950744561919586, 0.29470606865921883]","[0.11436880134706068, 0.5913724031780019, 0.9568672707811994, 0.32537093753526597]"
588,-263320.0625,-255784.984375,,"[0.6586239682648233, 0.40044629036988605, 0.9956762571960077, 0.28098826274374245]","[0.11649087172568232, 0.62075213566264, 0.9617152330972752, 0.3329356448121284]"
589,-285489.875,-276778.78125,,"[0.6573407719880637, 0.35917847703550687, 0.9418625424822592, 0.2819059349782238]","[0.12880105673930736, 0.6142127473576486, 1.0, 0.37682667089210964]"
590,-320522.53125,-315988.15625,,"[0.6466993548273752, 0.3132290613784019, 0.9944843766693476, 0.2677589486386006]","[0.08716353131077606, 0.5897659758027545, 0.9823285303747951, 0.33250733017933165]"
591,-330449.0,-320838.8125,,"[0.6432835173038979, 0.35272035700505233, 0.9823129079706224, 0.2862912786697761]","[0.09060738446080216, 0.6315712845819134, 0.991031218849201, 0.33466628639033624]"
592,-287153.34375,-287517.65625,,"[0.6372718375474371, 0.3628634121422598, 0.9897425021674785, 0.2615747016109426]","[0.10522859031982819, 0.6501136378298549, 1.0, 0.3153689365031287]"
593,-293245.9375,-284578.34375,,"[0.6243725579945948, 0.35941783834193297, 1.0, 0.3005371968289077]","[0.1013534791905297, 0.5956556654796406, 0.9556414927276193, 0.32037993947700116]"
594,-318510.375,-308787.125,,"[0.6448637334689211, 0.36942090627122026, 0.9982647460538523, 0.32635597133357824]","[0.13322706678094956, 0.632089792812013, 0.9755380942266545, 0.32668562076722857]"
595,-304203.40625,-300169.09375,,"[0.6474133101385613, 0.36245277262032155, 1.0, 0.28529107725783537]","[0.11841878920374792, 0.5960677747266785, 0.9662054243456032, 0.3119515430621941]"
596,-166733.125,-166941.84375,,"[0.683283994617367, 0.3452405895885624, 0.9729751032766067, 0.28088133278345057]","[0.11537613838900591, 0.6476586254496032, 0.9739327304209592, 0.3301862823125015]"
597,-209516.0,-203220.0625,,"[0.6620883554009818, 0.34465172246973935, 0.9835566409785673, 0.2922009511391638]","[0.12570023905470115, 0.6168035673268893, 1.0, 0.3422801821333367]"
598,-245071.671875,-238052.296875,,"[0.6527187587340875, 0.35498372479013796, 0.9756085662475953, 0.2769487679226961]","[0.1282978421269987, 0.6569191207988104, 0.9611203054562881, 0.3597097860034643]"
599,-250387.484375,-247115.078125,,"[0.6627875798490279, 0.31442080348706497, 0.9936793880323044, 0.28988174174599296]","[0.10925944375741253, 0.6503727428147227, 1.0, 0.33992573905037643]"
600,-274007.65625,-261688.90625,0.70499999998825,"[0.6258565008983327, 0.3680095383921019, 1.0, 0.30529017989913537]","[0.1172174327431267, 0.6408342428108245, 0.9921426303728332, 0.3421666108021139]"
601,-252004.640625,-252315.296875,,"[0.6443069814618199, 0.3523169705258095, 0.9484866586866183, 0.25634843682429165]","[0.12718676567937298, 0.6018465253884706, 1.0, 0.35321068640645287]"
602,-274140.28125,-261614.5625,,"[0.6593266146207069, 0.3654690189345418, 1.0, 0.3193849798150253]","[0.08144805416582715, 0.6021087009752785, 0.9877141727197385, 0.3055261921304574]"
603,-292037.21875,-283536.75,,"[0.6454942936320477, 0.3554613244633985, 0.9803857278706348, 0.2878651054073346]","[0.15966759769838482, 0.6188824126198592, 1.0, 0.32434211696106247]"
604,-323640.53125,-314066.46875,,"[0.6680556745114098, 0.3597995288658295, 0.9970446368449589, 0.3199572249256364]","[0.08150689866023961, 0.6106300235243639, 0.963318805920342, 0.343790284912064]"
605,-350599.0625,-340056.34375,,"[0.6262442955509343, 0.37780734276838884, 0.9782315116433192, 0.30514563212861046]","[0.07897508972849304, 0.6125523607087059, 0.9861196581634344, 0.3045444183778752]"
606,-355136.96875,-345412.84375,,"[0.6321382305273301, 0.34580368459819105, 1.0, 0.25281896878975973]","[0.11353479046438787, 0.6293769577706622, 0.9375702528688399, 0.3171380760635058]"
607,-339583.90625,-330002.84375,,"[0.6357004494533326, 0.365822158885744, 0.9736268691221344, 0.3138585108963393]","[0.08571086009105805, 0.6293166504479161, 0.9663330478664998, 0.3397411413183794]"
608,-249681.234375,-249985.515625,,"[0.6279417998453103, 0.35814371237914217, 0.9619702306522399, 0.27861739832164184]","[0.15523629364751707, 0.6024201237162461, 0.9944989785895577, 0.32248649812207364]"
609,-267621.78125,-259702.125,,"[0.6681092530799377, 0.39178427389685916, 0.9907303860165257, 0.2916116095979274]","[0.1295319999986868, 0.6317614142064593, 0.9959201095860939, 0.3165951769789797]"
610,-285199.46875,-277267.75,,"[0.6558450980005832, 0.34724263168476177, 0.9908946542872015, 0.2806426529955787]","[0.08993589193562529, 0.5700311909139406, 0.9997576956668544, 0.3194549016523481]"
611,-286206.28125,-278249.5,,"[0.6464373009358111, 0.35394616192707157, 1.0, 0.2935785656667376]","[0.09955122968649305, 0.5860061829256181, 0.9999177447438582, 0.36040293704203935]"
612,-247790.078125,-248091.96875,,"[0.6483825526565171, 0.34847036791469693, 0.9580671876791761, 0.2536471124958596]","[0.09801311078048608, 0.6184300777780539, 0.9597027313318424, 0.33643303268533015]"
613,-232874.140625,-226399.796875,,"[0.6320437043531931, 0.332048492614379, 0.989188052923922, 0.28658660803343805]","[0.10251450397534682, 0.6328549029514917, 0.9966401703430215, 0.3072443134998681]"
614,-172282.75,-172491.5,,"[0.6466287887884548, 0.37174019102526035, 0.9882884632564323, 0.28724184494536736]","[0.12488828797950481, 0.6117477705730182, 0.9785967405964617, 0.3522008699232693]"
615,-214227.84375,-207783.21875,,"[0.6439569050861899, 0.3596239333222469, 1.0, 0.24043350295517774]","[0.12989057407530105, 0.6250766027941522, 0.9881058026962345, 0.35684397809582274]"
616,-217736.46875,-211683.078125,,"[0.6129448921241826, 0.3855180872840842, 0.981117503981556, 0.2654456883552892]","[0.1128414901040174, 0.603649007718147, 1.0, 0.3389459515842314]"
617,-222231.28125,-212684.34375,,"[0.623624735167622, 0.3703193144894489, 1.0, 0.289135065481004]","[0.11499282785593487, 0.6430588306599269, 0.9579191648285255, 0.29627901155636677]"
618,-225755.375,-219282.484375,,"[0.6830221627508674, 0.3271333779085763, 1.0, 0.29979042554944135]","[0.1192197466884916, 0.615677000737711, 0.9610037107491298, 0.32108829178626536]"
619,-228955.25,-222590.765625,,"[0.6536350872532437, 0.3724612147396176, 0.9691169016570574, 0.32361894629675103]","[0.10882667410964035, 0.6388863023342329, 0.9568070265116185, 0.3329886310772819]"
620,-168880.78125,-169083.046875,,"[0.6264815233682731, 0.3493658161235231, 1.0, 0.26966466304891523]","[0.12571341611989076, 0.6278077574084182, 0.9856468818719659, 0.3309559196552133]"
621,-176024.390625,-171055.109375,,"[0.6152626395206904, 0.3441090500986522, 0.9822301231514147, 0.2974849330483628]","[0.14060751848945824, 0.5850290680399145, 0.960812931000866, 0.30736960360598775]"
622,-207088.28125,-200957.421875,,"[0.6281259489093404, 0.3612391720958002, 1.0, 0.2926931566144035]","[0.09893483805767173, 0.6455558318657415, 0.9738172551262573, 0.3296271962320866]"
623,-149310.203125,-149492.046875,,"[0.6479500512729381, 0.3814198399561346, 0.9702520558525897, 0.2750247459432624]","[0.15043559630675252, 0.6270193566002836, 0.9705281134869997, 0.3540026394396359]"
624,-179410.765625,-174342.046875,,"[0.6346600007198736, 0.36932808637982034, 0.9726287750685166, 0.2854342847357997]","[0.1286952933765749, 0.6240465082454195, 0.976844284449601, 0.3306978804108584]"
625,-213258.765625,-207043.65625,,"[0.667796751520354, 0.3471748901912479, 1.0, 0.24650421814889703]","[0.12185008581404355, 0.661879552275961, 0.9757304461655198, 0.3519120822007048]"
626,-190831.6875,-191057.234375,,"[0.648129389945451, 0.36197386034884027, 0.9987744731900229, 0.28915334499062606]","[0.141542087628646, 0.6222015930880729, 0.9873503881892911, 0.37084290523909436]"
627,-184254.875,-179204.265625,,"[0.6267664563555198, 0.373824512602032, 0.9832010145285265, 0.3003987108324092]","[0.11312740214595288, 0.6680558988603578, 0.9885933340113807, 0.34229648162758564]"
628,-178356.828125,-173538.546875,,"[0.6528170434456986, 0.3575308182743064, 0.9536566113040252, 0.27738691719708813]","[0.11305531367072133, 0.6430606560806896, 1.0, 0.3333198346002052]"
629,-193382.90625,-187654.671875,,"[0.6635425873479844, 0.3369759814694982, 0.9939263662168062, 0.2662840787514741]","[0.10707106219267701, 0.6274744865178986, 1.0, 0.34989192577134126]"
630,-239046.328125,-228283.40625,,"[0.6115546994966278, 0.3792869696448653, 0.9818249629082523, 0.2661450972846942]","[0.1416955382047959, 0.6462547007994182, 0.9940786886319916, 0.3498706540462115]"
631,-205679.46875,-205925.40625,,"[0.6594310718559812, 0.35343125946050813, 0.9704682958588219, 0.2911597236220645]","[0.13153431519360215, 0.589787906459121, 1.0, 0.3180654682708674]"
632,-217398.90625,-211059.96875,,"[0.6272969844357129, 0.34783810300212803, 0.9871841913354283, 0.3030688890855395]","[0.09120244406706401, 0.6424961251206551, 0.9399646852737115, 0.359674326233103]"
633,-236939.734375,-230139.125,,"[0.6547447837998902, 0.3633435947099486, 1.0, 0.27652735853500493]","[0.11204948449868161, 0.5939489219218888, 1.0, 0.3754715403019481]"
634,-257242.140625,-245840.8125,,"[0.6616680026796867, 0.36669347651646084, 0.9571174445159009, 0.2920374612562547]","[0.12555901023357519, 0.6104313861134333, 0.9734105982513124, 0.3143910508106278]"
635,-271656.46875,-264096.1875,,"[0.6506479079912334, 0.3272038280660855, 0.9688867705930364, 0.2742229125022548]","[0.12419359090639846, 0.6331725851368454, 0.974777847195243, 0.31238956624293973]"
636,-266156.40625,-258514.546875,,"[0.6637818262996535, 0.3651185041428336, 0.9816963270570416, 0.29277309705911075]","[0.1568754110537721, 0.6393906709845708, 0.9883731138306913, 0.3460911530346221]"
637,-213988.203125,-214239.828125,,"[0.662381249208748, 0.3632767821837814, 0.9946154762309957, 0.270429990165719]","[0.12348966658554363, 0.626680906265848, 1.0, 0.29407914713934546]"
638,-205311.78125,-199595.859375,,"[0.6734449920305817, 0.3606658674304632, 0.9863558304349203, 0.27523454390509544]","[0.12236112113115202, 0.6285803244909824, 0.9905885275854904, 0.35189231300144846]"
639,-221017.265625,-214770.609375,,"[0.6469268001727289, 0.36656067587299934, 0.9742172831123274, 0.3036723148195054]","[0.10682878936109079, 0.6511400498379364, 1.0, 0.3157486371022962]"
640,-189215.359375,-189438.1875,,"[0.6444081109904084, 0.34869007639372607, 0.9769043339358812, 0.2675951204444864]","[0.0986144375045187, 0.6311918984223039, 0.9988405883522258, 0.3149193847024803]"
641,-206136.078125,-200216.71875,,"[0.6266372132552714, 0.3523851891552846, 0.9655216630608874, 0.2775954523633081]","[0.11922907953281882, 0.6234921263044928, 0.9881697356339182, 0.3440583459367403]"
642,-213883.890625,-208019.90625,,"[0.6475163221063168, 0.3158611693627933, 0.9475564916107513, 0.2932670213327832]","[0.1388441666132086, 0.6405039408519996, 0.989024555450691, 0.31297821238538054]"
643,-136342.5625,-136501.515625,,"[0.6560876723221872, 0.35307587562698256, 1.0, 0.24113627519551634]","[0.124411379588828, 0.6343920177048309, 0.9891916450552256, 0.3132438875912804]"
644,-158662.421875,-154034.703125,,"[0.6504568416413267, 0.34925690044898977, 0.9953591293746271, 0.2905812942007372]","[0.11770833733726743, 0.6403379817225473, 0.9827719919520286, 0.3231337590598067]"
645,-125803.8984375,-125950.6875,,"[0.6299677410695796, 0.34532928032947485, 0.9411890381042487, 0.29241602131156014]","[0.13549848213735266, 0.6336644925651781, 0.9566556130765724, 0.3547799312630241]"
